job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
4608,CALL CENTER REP,"US, TX, DALLAS",CALLCENTER,30000-45000,"The Accion  story began more than 100 years ago in the Austin,Tx with one family owned establishment. Today, Accion  has grown into a nationwide Organazation with over 260 stores. Accion success is attributed to our unique niche in the market offering current   finance option at competitive prices paired with customer service and a personal shopping experience. Join the Accion story today!","Our Call Center Rep would be expected to be experts at communication, listening, information provider, ambassador, product consultant, sales person, and problem solver.  The expected behaviors associated with this role include, but are not limited to:Master of active listening skills and listens to understand to assure mutual understanding.Builds personal and professional rapport.Demonstrates clear and articulate verbal and written communications.Effectively communicates information, minimizing confusion and misunderstandings.Interprets, translates, explains, and provides applicable, accurate and appropriate information with respect to products and services provided.Represents CSIdentity or our client partners in a positive, professional, ethical manner working to exceed customer’s expectations.Takes ownership and accountability to help and facilitate successful outcomes per customer’s requests.Demonstrates a strong ability to analyze and solve problems while focusing on accuracy and quality in everything they do.","The qualifications for this position ensure your personal and professional success: Demonstrates ability to establish and maintain effective relationships with internal and external customers.Technical, legal, and investigative aptitude.Excellent oral and written communication skills, with demonstrated ability to articulate relevant and legal binding information and directions in an organized and concise manner.Strong interpersonal skills, with ability to work effectively with individuals and teams.Proven ability to maintain composure in stressful and emotional situations while managing to diffuse angry or irate customers.Organizational skills, including the ability to multi-task, plan and prioritize workflow in a paperless environment.Demonstrated computer skills in a Microsoft Office / Case Management Software / Customer Relationship Management system environment.Ability, willingness, and desire to work at least two of the following: evenings, overnights, weekends, overtime, and holidays.Must be able to pass a rigorous background screening.Two or three year minimum proven experience in a call center/contact center environment strongly preferred.Preferred criminal justice, fraud investigator, professional case management processor background.ALL INFORMATION ON APPLICATION MUST BE CORRECT ON APPLICATION AT THE TIME APPLICATION  IS FILLED OUT TO BE CONSIDER FOR A POSITION .","100% coverage of dental, vision and life insurance80% coverage of medical insurance401K with generous company matchFlexible spending account optionsFree identity protectionOpen vacation policy for exempt employees, with company-paid holidaysAn experienced, energetic leadership teamChallenging, fulfilling jobs in a growing marketplaceFun, fast-paced, team-oriented environmentOpportunities for career advancement at a growing, innovative company",0,1,1,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,1
5167,Final Expense Agent,"US, , ",,,,"         Normal  0          false  false  false    EN-US  X-NONE  X-NONE                                                                                                                                                                                                                                                                                                                                                               /* Style Definitions */ #URL_22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6#{mso-style-name:""Table Normal"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-priority:99;mso-style-qformat:yes;mso-style-parent:"""";mso-padding-alt:0in 5.4pt 0in 5.4pt;mso-para-margin-top:0in;mso-para-margin-right:0in;mso-para-margin-bottom:10.0pt;mso-para-margin-left:0in;line-height:115%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:""Calibri"",""sans-serif"";mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:""Times New Roman"";mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;}New to Final Expense? Veteran in Final Expense?  Need a Change from Mortgage Protection, Annuities, MAPD's,  or Medicare Supplements?               Here is your chance to work with highly motivated sales experts to achieve the career of your dreams.We are looking for someone who:Desires a challenging and rewarding experienceWants to become a career agentEager to learn how to take their sales’ ability to the next levelWe Want to Reward You with:               Top Quality TrainingIn - Home Sales SupportCommissions Paid Directly from CarrierLeads Financed for 10 DaysManagement Opportunities2 – Weekly Sales Training Calls10 Carriers              Commissions Paid DailyVisit our website #URL_6acdf098750d3a9c8fb8f862c3c7f88bb882827f76c64338f6a438d5154ad301# to learn all of the perks final expense has to offer you!Call #PHONE_823ee2d9525b1fd44b0955e15b1ff155d4d48e69aa2165644aadc6cc4d659b78# Today!",Life Insurance License,,0,0,1,,,,Insurance,,1
17577, Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,"US, GA, Abbeville ",Clerical,250000-500000,,"This job requires you to have the ability to operate keyboard or other data entry device to enter data into computer or onto magnetic tape or disk for subsequent entry. Inputs alphabetic and numeric information from credit card applications onto an automated credit processing system, other clerical duties as required.Follows set procedures and meets specific throughput standards. Able to work under deadline pressure with minimum supervision, read large dollar figures for long periods of time. ","We are seeking only honest, self-motivated people with a desire to work in the typing and data entry fieldThe preferred applicants should be at least 18 years old with Internet access. Little experience is needed.Minimum Qualifications:•             High School diploma or GED.•             1 year of clerical/data entry experience in a fast-paced environment.•             Demonstrate attention to detail with excellent data entry, communication (interpersonal, telephone) and organization skills.•             Ability to prioritize projects within a fast-paced, deadline-driven environment using tact and discretion.•             Basic database usage.•             Team player with good communication, data entry, organization and follow-through skills.•             Ability to write and type grammatically correct database entries in English.•             Intermediate Microsoft Word and Excel skills.•             Experience using a corporate email system.•             Basic Microsoft PowerPoint. ","This position is high paying and you will be paid WEEKLY via direct deposit, check, or company provided debit card. Candidate will be paid $50-$70 Per hour commensurate with experience and education.  APPLY NOW AT #EMAIL_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534# AND GET STARTED TODAY!",0,0,0,Full-time,Not Applicable,High School or equivalent,Staffing and Recruiting,Administrative,1
17800,Executive Chef,"MY, 16, ",,65000-75000,,"Responsible for all food production including that used for restaurants, banquetfunctions and other outlets. Develop menus, food purchase specifications andrecipes. Supervise staff. Develop and monitorfood and labor budget for the department. Maintain highest professional food qualityand sanitation standards.Duties &amp; Responsibilities:* Plans menus for all food outlets in the Hotel. * Schedules and coordinates the work of chefs, cooks and other kitchen employeesto assure that food preparationis economical and technically correct and within budgetedlabor cost goals. * Approves the requisition of products and other necessary food supplies. * Ensures that high standards of sanitation, cleanliness and safety aremaintained throughout all kitchen areas at all times. * Establishes controls to minimize food and supply waste and theft. * Safeguards all food preparation employees by implementing training to increase their knowledge about safety, sanitation and accident preventionprinciples. * Develops standard recipes and techniques for food preparation and presentationwhich help to assure consistently high quality and to minimize food costs;exercises portion control for all items served and assists in establishing menuselling prices. * Prepares necessary data for applicable parts of the budget; projects annualfood, labor and other costs and monitors actual financial results; takescorrective action as necessary to help assure that financial goals are met. * Attends food and beverage staff and management meetings. * Consults with the Food &amp; Beverage Director about food production aspects ofspecial events being planned. * Cooks or directly supervises the cooking of items that require skillfulpreparation. * Ensures proper staffing for maximum productivity and high standards ofquality; controls food and payroll costs to achieve maximum profitability. * Evaluates food products to assure that quality standards are consistentlyattained. * Interacts with food and beverage ma nagement to assure that food productionconsistently exceeds the expectations of members and guests. * In conjunction with F&amp;B management team, assist in maintaining a high level ofservice principles in accordance with established standards.","Skills and Specifications:* Must have a passion and love for food* Excellent communication skills both written and oral* Public relations skills* Excellent management and organizational skills* Works well under pressure* Good attention to detailExperience:Previous experience with control food and labor cost, demonstration cooking, menudevelopment, and pricing and development of culinary team preferred. Premise andliability accountability and contract-managed service experience is desirable.Education:The ideal candidates will possess a bachelor's degree or related culinary degreewith four or more years of industry and culinary management experience.",,0,0,0,Contract,Executive,,Hospitality,Consulting,1
6529,CALL CENTER REP,"US, TX, AUSTIN",CALLCENTER ,30000-40000,"The Accion  story began more than 100 years ago in the Austin,Tx with one family owned establishment. Today, Accion  has grown into a nationwide Organazation with over 260 stores. Accion success is attributed to our unique niche in the market offering current   finance option at competitive prices paired with customer service and a personal shopping experience. Join the Accion story today!","Our Call Center Rep would be expected to be experts at communication, listening, information provider, ambassador, product consultant, sales person, and problem solver.  The expected behaviors associated with this role include, but are not limited to:Master of active listening skills and listens to understand to assure mutual understanding.Builds personal and professional rapport.Demonstrates clear and articulate verbal and written communications.Effectively communicates information, minimizing confusion and misunderstandings.Interprets, translates, explains, and provides applicable, accurate and appropriate information with respect to products and services provided.Represents CSIdentity or our client partners in a positive, professional, ethical manner working to exceed customer’s expectations.Takes ownership and accountability to help and facilitate successful outcomes per customer’s requests.Demonstrates a strong ability to analyze and solve problems while focusing on accuracy and quality in everything they do."," Requirements:The qualifications for this position ensure your personal and professional success: Demonstrates ability to establish and maintain effective relationships with internal and external customers.Technical, legal, and investigative aptitude.Excellent oral and written communication skills, with demonstrated ability to articulate relevant and legal binding information and directions in an organized and concise manner.Strong interpersonal skills, with ability to work effectively with individuals and teams.Proven ability to maintain composure in stressful and emotional situations while managing to diffuse angry or irate customers.Organizational skills, including the ability to multi-task, plan and prioritize workflow in a paperless environment.Demonstrated computer skills in a Microsoft Office / Case Management Software / Customer Relationship Management system environment.Ability, willingness, and desire to work at least two of the following: evenings, overnights, weekends, overtime, and holidays.Must be able to pass a rigorous background screening.Two or three year minimum proven experience in a call center/contact center environment strongly preferred.Preferred criminal justice, fraud investigator, professional case management processor background.MUST INPUT ALL CORRECT INFORMATION AT THE TIME OF APPLICATION TO BE CONSIDER FOR A POSITION******","100% coverage of dental, vision and life insurance80% coverage of medical insurance401K with generous company matchFlexible spending account optionsFree identity protectionOpen vacation policy for exempt employees, with company-paid holidaysAn experienced, energetic leadership teamChallenging, fulfilling jobs in a growing marketplaceFun, fast-paced, team-oriented environmentOpportunities for career advancement at a growing, innovative company",0,1,1,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,1
17558,Technician Instrument & Controls,"US, TX, Deweyville",Maintenance,,,"Technician Instrument &amp; ControlsLocation Deweyville, TXCategory: MaintenanceType: Full Time Hourly# Openings: 1Details About this Career Opportunity:Overview:Company Profile:We deliver cleaner and smarter energy choices for our customers, backed by the nation’s largest independent power generation portfolio of fossil fuel, nuclear, solar and wind facilities. A Fortune 500 company is challenging the U.S. energy industry by becoming the largest developer of solar power, building the first privately-funded electric vehicle charging infrastructure, and providing customers with the most advanced smart energy solutions to better manage their energy use. In addition to 47,000 megawatts of generation capacity, enough to supply nearly 40 million homes, our retail electricity providers serve more than two million customers.GENERAL SUMMARYThe Instrumentation Controls and Electrical Technician (IC&amp;E) is responsible for the maintenance and repair of all instruments, control systems and electrical equipment in the power plant and the associated facilities. The IC&amp;E Technician performs work of high skill in the inspection repair, testing, adjustment, installation and removal of all electronic and electrical power plant equipment and systems.PRIMARY FUNCTIONS- Safely perform preventive and corrective maintenance on all plant equipment, systems, and emergency backup systems.- Maintain complete equipment files, logs, and drawings for all designated equipment.- Assist in maintaining and controlling spare parts inventory to maintain plant reliability. Assist in physical inventories.- Participate in the administrative maintenance of the plant operating manuals, technical references, prints and diagrams and preventive/predictive maintenance records.- Inspect repair, install and remove all types of motors, generators, transformers, switches, control equipment, wiring, electrical signal and communication systems, and storage batteries, and work with electrical systems up to and including 4160 volts.- Conduct trouble shooting and analysis on DCS, PLC and GE Mark VI turbine control equipment.- Maintain all plant instrumentation and electrical test equipment.- Fully support and participate in NAES Safety and Regulatory Compliance Programs.- Complete other tasks as assigned by the Maintenance Manager or the Plant Manager.SCOPE OF RESPONSIBILITYThe IC&amp;E Technician operates from established and well-known procedures under minimum supervision, performing duties independently with only general direction given. Decisions are made within prescribed operating and casualty procedures and guidelines. The ICE Technician encounters recurring work situations of high complexity, with occasional variations from the norm.The IC&amp;E Technician must perform work in a safe manner resulting in no accidents, in compliance with all environmental permits at all times. The ICE Technician must effectively communicate information to supervision and fellow plant personnel, relative to the condition of the plant equipment and performance, and provide suggestions for plant improvements. The ICE Technician must perform duties in such a way to result in an optimum cost-benefit ratio.The IC&amp;E Technician may also be assigned the additional responsibility of Maintenance Coordinator/Planner for the site. This is a collateral assignment given to a selected maintenance department technician to assist the Operations and Maintenance Manager with the routine planning and coordination of the site equipment maintenance.The duties include:- The planning and review of the preventative, predictive and pro-active type maintenance.- A more in-depth knowledge and ability to use the CMMS system to provide the necessary review and planning to support the O&amp;M Manager in weekly work routines.- Ability to provide the cognitive coordinated efforts necessary to ensure that weekly routines and preventative maintenance are scheduled and documented as complete when the respective maintenance technician indicates that the work has been performed.- Provide the coordination efforts necessary in support of allowing the O&amp;M Manager to provide the necessary supervision and direction of the maintenance technicians.All employees have the responsibility to both the customer and their co-workers to do the job right the first time and to ensure the customers' needs are being met.","JOB QUALIFICATIONS- Ability to understand procedures and instructions specific to the area of assignment as would be acquired in four years of high school.- Graduation from an accredited Instrument Technician Program and minimum two years’ work experience as a technician in a related industry desirable.- Four years work experience as a technician with increasing responsibility in a related industry may be substituted for the above requirement.- Experience in working with voltages up to 4160 volts highly desirable.- Must have excellent oral and written communication skills. Ability to work well with others and be self-directed, as well as apply creative solutions to unique I&amp;E problems is desirable.- Must be able to work from blueprints.- Must be skilled in the use of hand and power driven tools.- Must be proficient in computers and computer software such as MS Office, Excel, and Word; Networking, hardware, and current security requirements for NERC Compliance.Qualifications:Title/Salary Commensurate on ExperienceOfficial description on file with Human Resources","we are a team of almost 8,000 employees who help power almost 40 million homes and have more than 2 million residential and business customers across the country. Together, we are powering progress every day—from California to Texas and New Jersey to Arizona.Compensation will be determined at a competitive rate and based off your level of experience and aptitude to grow with the company and department.  Please inquire about detailed benefits package information and other compensation package components.  Qualified candidates please apply to this opportunity directly.  Please direct all correspondence to Darren Lawson VP of Recruiting at #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1# ",0,0,1,Full-time,Mid-Senior level,Certification,Electrical/Electronic Manufacturing,Other,1
6878,Electrical Technician III,"US, TX, Houston",Maintenance,,,"Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future.The jobholder will support the Electronic / Electrical engineering group achieve their objectives within a quality critical and high reliability engineering/production environment. The jobholder will be responsible for ‘first level’ analysis to resolve system issues, failures and non-conformances within production and provide initial engineering support to rectify or escalate any issue in a timely manner. The jobholder will aid the Electronic / Electrical engineering group drive continuous improvement and perform root cause analysis of electronic printed circuit boards, systems, sub-assemblies and assemblies to component level. The jobholder will be responsible for ensuring technical conformance to specifications while ensuring all work is documented and performed in accordance with company procedures &amp; documentation. To carry out any other requirements needed to allow the company to operate efficiently.Responsibilities and tasks• To work in a safe manner at all times, to comply with all current safety legislation and Company safety policy.• To work at all times to the Company’s Quality Management System.• Evaluate and investigate electronic /electrical equipment &amp; systems, debug, repair to component level.• Action HALT, HASS and ESS testing to ensure reliability of electronic / electrical equipment used in harsh, extreme and safety critical environments • Assist the Engineers with enhanced/non-standard system test, engineering changes, process development, improvement of procedural documentation and NPI (New Product Introduction). • Support Operators/Technicians to improve quality awareness and aid standardisation of processes while supporting the Electronic /Electrical group enhance overall system reliability and reduce system defects.• Demonstrate team working and ensure any work carried out by self is performed within schedule • Ensure that documentation is robust, concise, relevant and that quality systems are adhered to.• Ensure all calibrated equipment used within the build, test process is within calibration date and fully maintained for the work activities.• Ensure work area is maintained in a safe and tidy manner.• Play a pro-active role in housekeeping and continuous improvement initiatives.As necessary, perform other duties, requiring essentially the same level of skill &amp; responsibility, when required.",Qualifications &amp; personal attributesHNC in Electronic or Electrical Engineering.City &amp; Guilds or equivalent qualifications in electrical or electronic disciplineHave completed a recognised apprenticeship in an appropriate discipline,We offer• Friendly colleagues in an industry with a bright future.• An environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• Competitive benefits and strong focus on work-life balance.,0,0,0,,,,Oil & Energy,Engineering,1
17777,Administrative Assistant ,"US, TX, Houston",,,"Founded in 1993, our group has, in a few short years, earned an excellent reputation for performance &amp; consistent, repeatable quality.Our group is committed to reinvesting our profits to grow our product lines and to make Hascor the most efficient, responsive, customer oriented company of its kind anywhere. We have a clear agenda and belief: If we provide quality products and services to the customers we sell to, they will find reasons to buy from us again. We strive every day to make that our reality.Our strategy is to supply any customer at any location worldwide no matter the size of its requirement. Our motto is that we supply any customer from 1 kg up to 100000 kg. any time, any place.Our group has a worldwide presence through our company offices as well as our expansive agent network.We produce our materials under the ISO 9001-2008 certification approved by the quality department of Perry Johnson.We constantly strive to innovate under every situation and constraint, to offer our customers innovative, “tailor made” solutions. We welcome your inquiries and challenge to meet all your raw material needs. ","Duties / Responsibilities:- Data entry, general filing - Type documents and correspondence - Assist ordering materials / parts - Assist with LogisticsMonday through Friday 8:30am -6:00pm","- Flexible Schedule- Minimum 2 years’ experience- Knowledge of excel, word and PowerPoint- Strong communication skills- A can do mentality- Common sense- Experience in traffic-logistics-Team Player- Data entry, general filing- Able to think outside the box- Able to communicate in Spanish- Long term view- References ",Compensation: 12.00 per hour as starting pay + performance bonus,0,1,1,Full-time,Entry level,Unspecified,Media Production,Administrative,1
14222,Design Generalist,"US, CA, San Mateo",Information Technology,,"Aptitude Staffing Solutions has redesigned the recruiting wheel. Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. Join us in a fresh new experience of leveraging your career...the way it should be! All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral            ","Responsibilities: The Design Generalist is responsible for the design and implementation of major and minor web, print, motion graphics, and other collateral development needs for internal and forward-facing company properties.  The Design Generalist will design and deliver web assets, traditional design elements, and motion graphics/video assets.  Best practices and design methods will be utilized to insure the success of all projects.  They will be required to have experience in graphics, layout, and the latest design software as well as having some comfort with scripting and programming.   More specifically, they will have the opportunity to: Develop site content and graphics by coordinating with copywriters graphic artists; designing images, icons, banners, print collateral, video assets, etc.Upgrade the site by updating content and graphics, identifying and evaluating improvement options, and introducing new technologies where appropriate.Maintain website appearance by developing and enforcing content and display standards; editing submissions to blog and other forward-facing properties.Update their job knowledge by participating in educational op","Solid hands-on experience with Creative Suite 6 (CS6)Adobe Illustrator.Adobe Photoshop.Adobe InDesign.Adobe Premier / After Effects.A solid understanding of HTML5, CSS3, Javascript, and jQuery.Web and print graphic design experience.Project planning / Time management skills.Multimedia content development experience.Understanding of browser capabilities/best practices (graceful degradation, etc.) .User Interface design experience a plus.",,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Information Technology,1
4661,Receptionist/Office Services Clerk,"US, CA, Los Angeles",,,,"Responsibilities include: Answering phones and directing office visitorsCopying and scanning documentsMaintaining the conference room including cleaning, delivering food and drinkSorting and delivering mailOrdering, organizing and delivering suppliesMaintaining copy machines and clearing paper jams as well as stocking copiers, faxes and printers with paperMaintaining kitchen including cleaning, stocking supplies and preparing coffeeLifting and carrying boxes of documents weighing 10-30 pounds on a frequent basisPerform other duties as requested, including, but not limited to watering plants, delivering newspapers, assisting in office services duties and cleaning officesMay coordinate and communicate with parties outside the Firm such as vendors as well as attorneys, secretaries, paralegals, case assistants, managers and other staff in-houseWorks overtime hours as neededOther duties as assigned","Skills/​Qualifications include: High school diplomaPreferred areas of work experience includes receptionist, clerical or mailroomExcellent communication skillsStrong computer skills and experience scanning documentsAbility to communication persuasively and interact effectively with employees and vendors with varied backgrounds and levels of responsibilityAbility to juggle multiple projects and respond quickly to changing priorities","We offer a friendly, business casual environment with competitive salary and benefits package.​",0,0,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,1
10738,CASH In Hand Job (Part-Time Staff Needed),"AU, NSW, Sydney",,,,"CASH In Hand Job (Part-Time Staff Needed)You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",No any experience required.,,0,0,0,Part-time,,,,,1
5517,Home Based Payroll Typist/Data Entry Clerks Positions Available,"US, SD, Aberdeen ",Clerical,,,"We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:  ","Basic computer and typing skills, ability to spell and print neatly, ability to follow directions.",All you need is access to the Internet and you can participate. This is an entry level position and we offer full online training. You do NOT need any special skills to get started.Earn as much as you can from the comfort of your home typing and doing data entry.  Complete Training provided before you start working and it’s easy to start!  ________________________________________Don’t let this opportunity pass you by.POSITIONS ARE STILL AVAILABLE - GET STARTED RIGHT NOWApply at: #EMAIL_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534#,0,0,0,,,,,,1
3311,Customer Service Representative,"US, AZ, Phoenix",Customer Service,30000-50000,"Gary Cartwright established Cartwright Property Management in 2007 to help manage the HOAs that were created when his development company would develop a residential or multi-family community. He has developed numerous single-family, duplex, townhome and apartment communities. Gary is a General Contractor holding an Unlimited Building license and he is a licensed real estate agent in North Carolina. Gary is also a partner in a sister real estate company. His experience as a builder, developer, and real estate sales company owner will be beneficial in assisting his rental and HOA clients in managing their rentals and HOA communities.","We are Seeking a candidate whose core values include integrity, compassion and responsibility, and is focused on building quality relationships with our clients. Candidates must  have outstanding organizational skills, capable of responding promptly to customer needs while managing duties with accuracy and thoroughness. Candidates must also be able to work from home with a minimal amount of supervision.",Home Computer with Internet AccessBasic Computer SkillsA Headset,"Weekly pay, PTO, Paid Holidays, 401 k",1,1,0,Full-time,Entry level,High School or equivalent,Real Estate,Customer Service,1
6855,Network Marketing,"US, AK, ",,7200-1380000,,"Are you looking to make anywhere from 600-115,000$ a month? Are you looking to be paid to take vacations? Are you tired of working a 9-5 with no ability to grow in your field. Do you want to be your own boss and set your own schedule of when you work? If you answer yes to any of these than we have the perfect opportunity for you. Our company is based on 3 principles 1.Saving Money 2.Making Money 3.Managing Money. We offer financial soulutions to help you live financially free while making money showing others. We have over 5,800 national brand retailers where we recieve discounts.","An ambition to succeed, A desire to be the best at our field and not be discourage when people turn you down. If you have these qualities than you are perfect for this business","Residual Income, Travel dollars, Car Dollars, the ability to rise in pay grade rapidly",0,0,0,Other,Not Applicable,Unspecified,Marketing and Advertising,Advertising,1
17746,Customer  Service Position ,"US, NY, newyork",,,,"Answers customer/client requests or inquiries concerning servicesResponsible for improving customer retention through programs and service provided to the customerContinually maintain working knowledge of all company products, services and promotionsMake recommendations according to customer's needs on features, accessories, upgrades and rate plansResearch, resolve, and respond to customer issues in a timely manner","Strong communication skills, written and oralGood documentation skills and solid written grammarAble to accurately follow technical written work instructionsFriendly personality that enjoys assisting customersExcellent customer service and troubleshooting skillsAble to work in a structured environmentStrong organization, time management, and prioritizing skills","INSURANCE:Medical, Dental, and Vision available the first day of the month following your hire date and Life Insurance Eligible ImmediatelyPAID TIME OFF:Vacation, Personal Time, Sick Time, and Holidays",0,0,0,Part-time,Not Applicable,High School or equivalent,Marketing and Advertising,Customer Service,1
11390,Project Manager: Mechanical,"US, CA, Bakersfield",Oil & Energy,,"                                                                                 Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates* All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank you and we look forward to working with you soon!  [ Click to enlarge Image ]","Essential Duties and Responsibilities:* Develop budget and schedule in alignment with the scope.* Able to understand and comprehend the major process steps involved in the project.* Adequate knowledge in project deliverables like Process Flow Diagram, PID, Area classification drawing, electrical one line drawing, etc.* Able to develop the project execution plan.* Interface with the client and develop rapport.* Request appropriate resources to execute the project work.* Manage the project personnel.* Effective communication skills - with the client and inter discipline personnel within the company.* Project tracking/monitoring - budget and schedule with the help of project control personnel.* Perform engineering calculations to support the project* Follow and implement standard project procedures per Company Project Procedure Manual* Ability to relate project drawings with field construction.* Soft skills to manage multidiscipline technical staff and promote team spirit to execute the project successfully.* Ability to control the quality of project deliverables. ","General Qualifications:Must have a desire to learn, work in a team environment, and a winning attitude. Familiarity with process industry standards and applicable codes like ASME, API, ANSI, NACE, etc. Experience: * 15+ Oil &amp; Gas Upstream involving production surface facilities &amp; treatmentSoftware experience:Microsoft Office (Required)ExcelWord Experience Preferred:P.E. registration in California is preferred.PMP registration a plus.Managed small and large projects from conception through construction.Software.MS Project, Primavera (preferred)Possess a Bachelor's Degree in Mechanical Engineering or other engineering from an accredited university is required.","What is Offered:* Clean, safe, enjoyable environment to work in with a great company culture that values work/life balance.* Competitive base rate + Incentives + Full Benefits Package + Retirement 401K 100% matched by company.* Relocation Assistance.* Signing Bonus.* Opportunity for Advancement.* Trips, outings, rafting trips, lunches, client appreciation get-togethers, company parties, great people, great culture! ",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Project Management,1
17528,Receptionist/Front Desk,"US, NY, New York",,,,"Independent Optometrist office looking for a friendly individual to join our practice.  Must be customer service oriented.  Responsibilities include front desk tasks such as scheduling appointments, insurance verification, and posting charges.  Additional patient care duties may be added as time goes on.  Basic computer skills helpful.  Prior experience a plus but not required.  Position can be part-time or full-time.", 5+ Years working in customer service-          Microsoft Office and general computer use-          Accounting program knowledge required-          MRP system knowledge a plus-          Experience with Quick Books a Plus-          Proficient in German Language. Other language proficiency also beneficial.,,0,0,0,Full-time,Entry level,,Entertainment,Administrative,1
2267,Data Entry Admin/Clerical Positions - Work From Home,"US, CA, Vallejo",,,,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,,,0,0,0,,,,,,1
